City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,Actor,Claim,pro_anti_flag,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,File,address,Address,Latitude,Longitude
New Braunfels,Main Downtown Plaza,TX,US, 3/24/2018,FB: 45,45,,45,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.fox7austin.com/news/local-news/march-for-our-lives-in-central-texas,https://www.facebook.com/events/225480628016741/,,,March,"New Braunfels , TX, US","New Braunfels, TX, USA",29.7030024,-98.1244531
Pecos,,TX,US, 3/24/2018,,,,,March for Our Lives,support gun control,Pro-Gun Reform,march,,,,,1,1,https://twitter.com/ThisIsItYall/status/977139649163427841,,,,March,"Pecos , TX, US","Pecos, TX 79772, USA",31.4229124,-103.4932293
Pflugerville,the Pfield district stadium,TX,US, 3/24/2018,more than 200,200,,200,general protestors,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.statesman.com/news/local/pflugerville-students-adults-call-for-action-march-for-our-lives-rally/6Iy6vZok6HK7wwKpcB9LhN/,,,,March,"Pflugerville , TX, US","Pflugerville, TX, USA",30.4548451,-97.6222665
Round Rock,,TX,US, 3/24/2018,about 300,300,,300,March for Our Lives ,support gun control,Pro-Gun Reform,march,,,,,1,1,FB,https://twitter.com/bonnie_berry/status/977722498153435136,,,March,"Round Rock , TX, US","Round Rock, TX, USA",30.5082551,-97.678896
San Angelo,Tom Green County Courthouse,TX,US, 3/24/2018,,,,,general protestors,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.gosanangelo.com/story/news/local/2018/03/24/san-angelo-activists-join-nation-march-our-lives-event/455976002/,,,,March,"San Angelo , TX, US","San Angelo, TX, USA",31.4637723,-100.4370375
San Antonio,Guadalupe Theater to downtown to intersection of Cesar Chavez Boulevard and Indianola,TX,US, 3/24/2018,about 500; about 5500,500,,5500,March for Our Lives ,support gun control; general social justice issues,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.mysanantonio.com/news/local/article/San-Antonio-marchers-demand-justice-for-workers-12778948.php,https://www.mysanantonio.com/news/local/article/More-than-1-000-march-through-downtown-San-12779270.php,,22nd Annual Cesar E. Chavez March for Justice,March,"San Antonio , TX, US","San Antonio, TX, USA",29.4241219,-98.4936282
Sherman,Grayson County Courthouse,TX,US, 3/24/2018,around 100,100,,100,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.heralddemocrat.com/news/20180324/local-protesters-join-8216march-for-our-lives8217,,,,March,"Sherman , TX, US","Sherman, TX, USA",33.6356618,-96.6088805
Spring,Woodwinds Center,TX,US, 3/24/2018,more than 1000,1000,,1000,general protestors,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.chron.com/neighborhood/woodlands/news/article/March-For-Our-Lives-event-in-The-Woodlands-draws-12780042.php,,,,March,"Spring , TX, US","Spring, TX 77373, USA",30.0799405,-95.4171601
Sugar Land,Sugar Land Memorial Park to Smart Financial Center,TX,US, 3/24/2018,na,800,,1000,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://twitter.com/Huntermedia/status/977735647179018240,,,,March,"Sugar Land , TX, US","Sugar Land, TX, USA",29.6196787,-95.6349463
Tyler,,TX,US, 3/24/2018,about 250,250,,250,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://twitter.com/TreasurerMcleod/status/977765665540108288,,,,March,"Tyler , TX, US","Tyler, TX, USA",32.3512601,-95.3010624
Victoria,DeLeon Plaza,TX,US, 3/24/2018,dozens ,24,,24,general protestors,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.crossroadstoday.com/story/37801849/march-for-our-lives-comes-to-victoria,,,,March,"Victoria , TX, US","Victoria, TX, USA",28.8052674,-97.0035982
Waco,Heritage Square,TX,US, 3/24/2018,nearly 400,400,,400,general protestors,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.wacotrib.com/news/politics/students-bring-passionate-speeches-to-march-for-our-lives-rally/article_b33e5795-195f-5307-a4ae-e046e8e1deb5.html,,,,March,"Waco , TX, US","Waco, TX, USA",31.549333,-97.1466695
Wichita Falls,Wichita Falls Farmer's Market,TX,US, 3/24/2018,hundreds,200,,200,Wichita Falls Democrats,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.timesrecordnews.com/story/news/local/2018/03/24/hundreds-join-march-our-lives/456272002/,,,,March,"Wichita Falls , TX, US","Wichita Falls, TX, USA",33.9137085,-98.4933873
Cedar City,Southern Utah University; downtown,UT,US, 3/24/2018,nearly 150,150,,150,Cedar City March For Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://suindependent.com/march-for-our-lives-cedar-city/,https://www.thespectrum.com/story/news/2018/03/24/nearly-1-000-participate-st-george-march-our-lives/455892002/,,March,"Cedar City , UT, US","Cedar City, UT, USA",37.6774769,-113.0618931
Logan,Cache County Courthouse,UT,US, 3/24/2018,more than 200,200,,200,"March for Our Lives - Logan, UT",support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://news.hjnews.com/logan_hj/march-madness-logan-rally-coincides-with-large-turnouts-across-nation/article_a22daed6-aae1-5b03-b8bc-02cb966fb98b.html,,,March,"Logan , UT, US","Logan, UT, USA",41.7369803,-111.8338359
Park City,,UT,US, 3/24/2018,Hundreds,200,,200,"March for Our Lives - Park City, UT",support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://fox13now.com/2018/03/24/survivors-of-parkland-shooting-lend-their-voices-to-march-for-our-lives-in-park-city/,,,March,"Park City , UT, US","Park City, UT, USA",40.6460622,-111.4979729
Saint George,Dixie State University Eccles Fine Arts Building,UT,US, 3/24/2018,800-1000,800,,1000,St. George March for our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.thespectrum.com/story/news/2018/03/24/nearly-1-000-participate-st-george-march-our-lives/455892002/,,,March,"Saint George , UT, US","St. George, UT, USA",37.0965278,-113.5684164
Salt Lake City,State Capitol,UT,US, 3/24/2018,at least 6000; estimate 8000,6000,,8000,"March for Our Lives - Salt Lake City, UT",support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.myjournalcourier.com/news/education/article/Thousands-rally-march-in-Utah-for-gun-control-12778910.php,http://fox13now.com/2018/03/24/thousands-of-utahns-march-for-our-lives-in-support-of-gun-reforms/,,March,"Salt Lake City , UT, US","Salt Lake City, UT, USA",40.7607793,-111.8910474
Abingdon,Washington County Courthouse,VA,US, 3/24/2018,dozens; 250+,24,,250,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://wcyb.com/news/local/march-for-our-lives-event-draws-dozens-in-abingdon,https://twitter.com/annehelen/status/977938169407524864,,,March,"Abingdon , VA, US","Abingdon, VA, USA",36.7098335,-81.9773482
Alexandria,Lyles-Crouch Traditional Academy,VA,US, 3/24/2018,between 225 and 250,225,,250,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.facebook.com/events/343912186114063/?active_tab=discussion,https://alextimes.com/2018/03/marchforourlives/,,,March,"Alexandria , VA, US","Alexandria, VA, USA",38.8048355,-77.0469214
Blacksburg,Henderson Lawn,VA,US, 3/24/2018,more than 200,200,,200,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,http://www.collegiatetimes.com/news/community-marches-in-stand-with-students-blacksburg/article_b589512e-3059-11e8-8f9d-47f7e77ef02b.html,https://www.wsls.com/news/virginia/new-river-valley/people-in-blacksburg-show-support-for-dc-gun-violence-protest,,March,"Blacksburg , VA, US","Blacksburg, VA, USA",37.2295733,-80.4139393
Charlottesville,the Sprint Pavilion,VA,US, 3/24/2018,thousands; 3500,2000,,3500,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,http://www.nbc29.com/story/37802068/thousands-participate-in-charlottesvilles-march-for-our-lives-demonstration,http://www.dailyprogress.com/news/local/anti-gun-violence-march-fills-downtown-mall/article_b9088724-2fc4-11e8-823f-577d2d023d7e.html,,March,"Charlottesville , VA, US","Charlottesville, VA, USA",38.0293059,-78.4766781
Chesapeake,city hall,VA,US, 3/24/2018,,,,,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,https://pilotonline.com/news/local/article_06138fec-2f88-11e8-8e05-431e921c02fd.html,,,March,"Chesapeake , VA, US","Chesapeake, VA, USA",36.7682088,-76.2874927
Fredericksburg,corner of State Route 3 and William Street,VA,US, 3/24/2018,roughly 400,400,,400,general protestors,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.fredericksburg.com/news/local/fredericksburg/march-for-our-lives-rally-draws-hundreds-in-fredericksburg/article_743a037c-358a-5a7d-8840-3a82c3d6e464.html,,,,March,"Fredericksburg , VA, US","Fredericksburg, VA 22401, USA",38.3031837,-77.4605399
Kilmarnock,parking lot of Chesapeake Commons to parking lot of Grace Episcopal Church,VA,US, 3/24/2018,na,154,,154,general protestors,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://northumberlandvadems.org/2018/03/13/march-for-our-lives-kilmarnock-march-24/,http://rrecord.com/community-members-join-march-for-our-lives/,,,March,"Kilmarnock , VA, US","Kilmarnock, VA 22482, USA",37.7104135,-76.379669
Manassas,,VA,US, 3/24/2018,dozens,24,,24,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,http://www.insidenova.com/news/prince_william/march-for-our-lives-manassas-pics/article_42d9d702-30f9-11e8-a06a-1f5cba35a6a8.html,,,March,"Manassas , VA, US","Manassas, VA, USA",38.7509488,-77.4752667
Marion,,VA,US, 3/24/2018,,,,,March For Our Lives ,support gun control,Pro-Gun Reform,march,,,,,1,1,http://www.heraldcourier.com/news/march-for-our-lives-event-to-be-held-in-abingdon/article_10a67360-2e49-11e8-ba00-4bd4ec603aa0.html,,,,March,"Marion , VA, US","Marion, VA 24354, USA",36.8348383,-81.5148368
Newport News,Patrick Henry Mall down Jefferson Avenue.,VA,US, 3/24/2018,about 200,200,,200,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.dailypress.com/news/newport-news/dp-nws-march-for-our-lives-gun-control-peninsula-20180321-story.html,,,,March,"Newport News , VA, US","Newport News, VA, USA",37.0870821,-76.4730122
Norfolk,Nauticus; Town Point Park,VA,US, 3/24/2018,up to 3000,3000,,3000,FC Young Democrats,support gun control,Pro-Gun Reform,protest,0,0,0,0,1,1,https://www.facebook.com/events/806137529591344/,http://wtkr.com/2018/03/24/hundreds-chanted-for-change-during-march-of-our-lives-rally-in-norfolk/,,,March,"Norfolk , VA, US","Norfolk, VA, USA",36.8507689,-76.2858726
Onancock,Holy Trinity Episcopal Church to Onancock Park,VA,US, 3/24/2018,more than 70,70,,70,March For Our Lives Grays Harbor,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.delmarvanow.com/story/news/local/virginia/2018/03/27/march-our-lives-virginia-eastern-shore/462026002/,,,,March,"Onancock , VA, US","Onancock, VA 23417, USA",37.7117971,-75.7490966
Richmond,Martin Luther King Jr. Middle School to capitol,VA,US, 3/24/2018,about 5000,5000,,5000,March For Our Lives Grays Harbor,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,http://www.richmond.com/news/local/education/we-will-not-be-silenced-anymore-thousands-in-richmond-march/article_e2b5c776-c9ac-57d4-9741-bef50c5d921a.html,,,March,"Richmond , VA, US","Richmond, VA, USA",37.5407246,-77.4360481
Staunton,,VA,US, 3/24/2018,more than 200,200,,200,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Hundreds-march-for-gun-control-in-Staunton--477831653.html,,,,March,"Staunton , VA, US","Staunton, VA 24401, USA",38.149576,-79.0716958
Warrenton,courthouse square,VA,US, 3/24/2018,,,,,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://twitter.com/FauquierMoms/status/977604361672159233,,,,March,"Warrenton , VA, US","Warrenton, VA, USA",38.7134516,-77.7952712
Williamsburg,Duke of Gloucester Street,VA,US, 3/24/2018,about 1000,1000,,1200,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.whsv.com/content/news/Virginia-cities-to-join-Saturdays-March-For-Our-Lives-477761963.html,http://www.vagazette.com/news/va-vg-march-for-our-lives-20180324-story.html,https://wydaily.com/local-news/2018/03/24/march-for-our-lives-williamsburg-draws-more-than-a-thousand-gun-control-advocates/,,March,"Williamsburg , VA, US","Williamsburg, VA, USA",37.2707022,-76.7074571
Winchester,Shenandoah Civil War Museum,VA,US, 3/24/2018,at least 600,600,,600,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.winchesterstar.com/news/clarke/students-at-march-for-our-lives-rally-aim-to-change/article_99fb7998-8ddc-5d44-a5f9-b4027564f117.html,,,,March,"Winchester , VA, US","Winchester, VA 22601, USA",39.1856597,-78.1633341
Bennington,the Four Corners downtown,VT,US, 3/24/2018,over 100,100,,100,March For Our Lives; Greater Bennington Peace and Justice Center ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://towardfreedom.com/archives/americas/the-tide-of-anti-gun-sentiment-is-rising-a-photo-essay-from-vermonts-march-for-our-lives/,,,,March,"Bennington , VT, US","Bennington, VT 05201, USA",42.8781345,-73.1967741
Manchester,,VT,US, 3/24/2018,,,,,March For Our Lives ,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://towardfreedom.com/archives/americas/the-tide-of-anti-gun-sentiment-is-rising-a-photo-essay-from-vermonts-march-for-our-lives/,,,,March,"Manchester , VT, US","Manchester, VT 05255, USA",43.1636875,-73.0723268
Middlebury,Town Green,VT,US, 3/24/2018,FB: 71,71,,71,general protestors,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.youtube.com/watch?v=mE-Tu15Fas4,https://www.facebook.com/events/169547197003701/,,,March,"Middlebury , VT, US","Middlebury, VT 05753, USA",44.0153371,-73.16734
Montpelier,Statehouse,VT,US, 3/24/2018,at least 2000; about 2500,2000,,5000,general protestors,support gun control,Pro-Gun Reform,protest,0,0,0,0,1,1,https://www.facebook.com/events/1170867456350215/,https://www.sevendaysvt.com/OffMessage/archives/2018/03/24/walters-thousands-attend-march-for-our-lives-rally-in-montpelier,https://www.burlingtonfreepress.com/story/news/politics/2018/03/22/march-our-lives-expected-draw-large-crowds-vermont-capital-montpelier/438342002/,https://twitter.com/ACDCVT/status/978025755836854273,March,"Montpelier , VT, US","Montpelier, VT 05602, USA",44.2600593,-72.5753869
Putney,The Putney Commons,VT,US, 3/24/2018,FB: 41,41,,41,The Putney Huddle,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.facebook.com/events/912198985620351/,,,,March,"Putney , VT, US","Putney, VT 05346, USA",42.975268,-72.5217237
Rutland,,VT,US, 3/24/2018,video script: hundreds,200,,200,March For Our Lives Grays Harbor,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.wcax.com/content/news/Rutland-March-for-Our-Lives-event--477832703.html,,,,March,"Rutland , VT, US","Rutland, VT 05701, USA",43.6106237,-72.9726065
St. Johnsbury,Main St.,VT,US, 3/24/2018,about 80,80,,80,general protestors,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,http://www.caledonianrecord.com/news/local/community-rally-locally-a-march-for-our-lives-event/article_7d1ffe87-ada0-599e-b86c-91de86c92dc9.html,,,,March,"St. Johnsbury , VT, US","St Johnsbury, VT, USA",44.4192627,-72.0151184
Aberdeen,Zelasko Park,WA,US, 3/24/2018,about two dozen,24,,24,March For Our Lives Grays Harbor,support gun control,Pro-Gun Reform,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.aberdeennews.com/news/local/small-but-dedicated-group-marched-for-lives-saturday/article_87459dc2-65c8-58de-a190-b76db86a7226.html,,,March,"Aberdeen , WA, US","Aberdeen, WA, USA",46.9753708,-123.8157218
Auburn,Homewood Terrace,WA,US, 3/24/2018,,,,,"March For Our Lives - Auburn, WA",support gun control,Pro-Gun Reform,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://twitter.com/johnwalling/status/977460435732414465,,,March,"Auburn , WA, US","Auburn, WA, USA",47.3073228,-122.2284532
Blaine,Blaine high school,WA,US, 3/24/2018,FB: 16,16,,16,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,https://www.facebook.com/events/154629128535873/,,,March,"Blaine , WA, US","Blaine, WA, USA",48.993723,-122.7471191
Bellingham,City Hall,WA,US, 3/24/2018,up to 3000,3000,,3000,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,http://www.bellinghamherald.com/news/local/article206655994.html,,,March,"Bellingham , WA, US","Bellingham, WA, USA",48.7519112,-122.4786854
Eastsound,Orcas Island,WA,US, 3/24/2018,more than 100,100,,100,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,,,,March,"Eastsound , WA, US","Eastsound, WA 98245, USA",48.696654,-122.9061068
Ellensburg,Courthouse,WA,US, 3/24/2018,more than 100,100,,100,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.dailyrecordnews.com/news/more-than-attend-march-for-our-lives-protest-in-ellensburg/article_4a24bb80-576f-5524-93c6-e7a06715972b.html,,,March,"Ellensburg , WA, US","Ellensburg, WA, USA",46.9965144,-120.5478474
Everett,Snohomish County County Plaza & Amphitheater,WA,US, 3/24/2018,thousands,2000,,2000,WA - Everett - March For Our Lives,support gun control,Pro-Gun Reform,rally; march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.heraldnet.com/news/protesting-students-here-have-their-own-horrific-memories/,,,March,"Everett , WA, US","Everett, WA, USA",47.9789848,-122.2020795
Friday Harbor,"began at the County Courthouse, continued down Spring Street, up Second Street back to the San Juan County Courthouse",WA,US, 3/24/2018,more than 600,600,,600,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,http://sanjuanislander.com/photos/event-photos/slideshow-march-for-life-in-friday-harbor-march-24-2018,,,March,"Friday Harbor , WA, US","Friday Harbor, WA 98250, USA",48.5342662,-123.0171242
Kingston,,WA,US, 3/24/2018,,,,,March for Our Lives,support gun control,Pro-Gun Reform,march,,,,,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,,,,March,"Kingston , WA, US","Kingston, WA, USA",47.7987072,-122.4981921
Langley,,WA,US, 3/24/2018,estimated 300,300,,300,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,http://www.southwhidbeyrecord.com/news/empty-shoes-for-kids-gone-to-guns/,,,March,"Langley , WA, US","Langley, WA 98260, USA",48.0400945,-122.406257
Longview,civic circle,WA,US, 3/24/2018,na,350,,350,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,,,,March,"Longview , WA, US","Longview, WA, USA",46.1381676,-122.9381672
Marysville,Asbery Field,WA,US, 3/24/2018,about 100,100,,100,Marysville March for Our Lives,support gun control,Pro-Gun Reform,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.heraldnet.com/news/protesting-students-here-have-their-own-horrific-memories/,http://www.marysvilleglobe.com/news/mville-protests-against-shootings-at-schools-slide-show/,,March,"Marysville , WA, US","Marysville, WA, USA",48.0517637,-122.1770818
Moses Lake,"down Broadway avenue for a half mile, from Alder street to Fir street",WA,US, 3/24/2018,From video: dozens,24,,24,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,http://www.ifiberone.com/columbia_basin/march-for-our-lives-included-several-high-school-students-and/article_be2a25d2-2fd3-11e8-9021-fb8d1e699bed.html,http://www.ifiberone.com/columbia_basin/march-for-our-lives-included-several-high-school-students-and/article_be2a25d2-2fd3-11e8-9021-fb8d1e699bed.html,,March,"Moses Lake , WA, US","Moses Lake, WA 98837, USA",47.1301417,-119.2780771
Mount Vernon,Mount Vernon High School,WA,US, 3/24/2018,a thousand,1000,,1000,March For Our Lives- Skagit County,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.goskagit.com/news/skagit-county-students-march-to-end-gun-violence/article_d577a1dc-4974-5d06-b6fb-4f08cfe56b61.html,,,March,"Mount Vernon , WA, US","Mt Vernon, WA, USA",48.4201105,-122.3374543
North Bend,Corners of North Bend Way & Bendigo Blvd,WA,US, 3/24/2018,as many as 400,400,,400,March for Our Lives Sister Rally in North Bend,support gun control,Pro-Gun Reform,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.valleyrecord.com/news/hundreds-attend-march-for-our-lives-rally-in-downtown-north-bend/,,,March,"North Bend , WA, US","North Bend, WA 98045, USA",47.4956579,-121.7867775
Olympia,State Capitol,WA,US, 3/24/2018,estimated 5000,5000,,5000,March For Our Lives Olympia,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.seattletimes.com/seattle-news/seattle-march-for-our-lives-against-gun-violence-today/,,,March,"Olympia , WA, US","Olympia, WA, USA",47.0378741,-122.9006951
Richland,Howard Amon Park,WA,US, 3/24/2018,more than 2000,2000,,2000,"March for Our Lives - Richland , WA",support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.tri-cityherald.com/news/local/article206748489.html,,,March,"Richland , WA, US","Richland, WA, USA",46.28042,-119.2751996
Seattle,Cal Anderson Park,WA,US, 3/24/2018,tens of thousands,20000,,20000,Seattle’s March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.king5.com/article/news/local/thousands-rally-for-march-for-our-lives-in-seattle-and-across-us/281-531131942,,,March,"Seattle , WA, US","Seattle, WA, USA",47.6062095,-122.3320708
Sequim,Sequim Avenue and Washington Street,WA,US, 3/24/2018,about 75,75,,75,Indivisible Sequim,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.sequimgazette.com/news/protesters-rally-in-sequim-with-march-for-our-lives-event-for-stricter-gun-control/,,,,March,"Sequim , WA, US","Sequim, WA 98382, USA",48.0795365,-123.1018438
Silverdale,down Silverdale Way and around the Kitsap Mall,WA,US, 3/24/2018,several hundred,300,,400,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,https://www.kitsapsun.com/story/news/local/2018/03/24/hundreds-kitsap-join-national-march-against-gun-violence/455727002/,,,March,"Silverdale , WA, US","Silverdale, WA, USA",47.6445386,-122.6948697
Spokane,Riverfront Park,WA,US, 3/24/2018,about 5000,5000,,5000,Spokane March for Our Lives,support gun control,Pro-Gun Reform,rally; march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.spokesman.com/stories/2018/mar/24/thounds-rally-at-march-for-our-lives-in-spokane/#/0,,snowing,March,"Spokane , WA, US","Spokane, WA, USA",47.6587802,-117.4260465
Tacoma,People's Park,WA,US, 3/24/2018,more than 1000,1000,,1000,March for Our Lives Tacoma Rally and March,support gun control,Pro-Gun Reform,rally; march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.thenewstribune.com/news/local/article206711404.html,,,March,"Tacoma , WA, US","Tacoma, WA, USA",47.2528768,-122.4442906
Twisp,Methow Valley Community Center Saturday,WA,US, 3/24/2018,na,340,,340,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,http://www.omakchronicle.com/news/2018/mar/27/340-twisp-marchers-call-more-stringent-gun-control/,,,March,"Twisp , WA, US","Twisp, WA 98856, USA",48.3634784,-120.122303
Vancouver,Esther Short Park,WA,US, 3/24/2018,an estimated 1000,1000,,1000,March for Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,http://www.columbian.com/news/2018/mar/24/vancouver-to-march-against-gun-violence/,,,March,"Vancouver , WA, US","Vancouver, WA, USA",45.6272259,-122.6727305
Vashon,Vashon High School,WA,US, 3/24/2018,na,350,,400,Vashon March For Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.vashonbeachcomber.com/news/hundreds-turn-out-for-gun-safety-march/,organizer head counts,,March,"Vashon , WA, US","Vashon, WA 98070, USA",47.4473204,-122.4598502
Walla Walla,73 S Palouse St,WA,US, 3/24/2018,hundreds,200,,1800,March For Our Lives - Walla Walla,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.union-bulletin.com/news/march-for-our-lives-takes-to-walla-walla-s-main/article_bda15ff8-2fc5-11e8-8808-a35792ff1d76.html,https://twitter.com/annehelen/status/977718875688132608,,March,"Walla Walla , WA, US","Walla Walla, WA 99362, USA",46.0645809,-118.3430208
Wenatchee,9th & Chelan,WA,US, 3/24/2018,more than 700,700,,700,Wenatchee March For Our Lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.kpq.com/hundreds-march-wenatchee-protest-gun-violence/,,,March,"Wenatchee , WA, US","Wenatchee, WA 98801, USA",47.4234599,-120.3103494
Yakima,Milennium Plaza,WA,US, 3/24/2018,some 300,300,,300,march for our lives,support gun control,Pro-Gun Reform,march,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Connelly-Millions-across-country-thousands-12778818.php,https://www.yakimaherald.com/news/local/hundreds-of-protesters-march-through-downtown-yakima-as-part-of/article_6672948a-2f99-11e8-80e7-1fbb5b893db7.html,,,March,"Yakima , WA, US","Yakima, WA, USA",46.6020711,-120.5058987
